step,train_loss,train_acc,dev_loss,dev_acc,step_time_ms,lr
101,0.6364916563034058,0.65625,,,174.97920989990234,3.232963549920761e-06
102,0.6929397583007812,0.40625,,,175.34756660461426,3.2646592709984156e-06
103,0.5857970118522644,0.78125,,,178.2548427581787,3.29635499207607e-06
104,0.6085811853408813,0.6875,,,174.15833473205566,3.328050713153725e-06
105,0.64663165807724,0.625,,,175.01354217529297,3.359746434231379e-06
106,0.6634404063224792,0.65625,,,174.29280281066895,3.391442155309033e-06
107,0.6184979677200317,0.6875,,,173.03156852722168,3.423137876386688e-06
108,0.6109873652458191,0.8125,,,174.70908164978027,3.4548335974643423e-06
109,0.6436328887939453,0.625,,,175.7347583770752,3.486529318541997e-06
110,0.6179517507553101,0.71875,,,176.60284042358398,3.5182250396196515e-06
111,0.7268027663230896,0.375,,,175.22072792053223,3.5499207606973063e-06
112,0.6794806122779846,0.5,,,176.1319637298584,3.5816164817749607e-06
113,0.689437747001648,0.5,,,176.00393295288086,3.6133122028526155e-06
114,0.7078785300254822,0.53125,,,174.76606369018555,3.64500792393027e-06
115,0.6264219880104065,0.75,,,175.31251907348633,3.676703645007924e-06
116,0.6907615661621094,0.46875,,,174.41177368164062,3.7083993660855787e-06
117,0.6139817833900452,0.75,,,174.53813552856445,3.740095087163233e-06
118,0.6356245279312134,0.59375,,,174.0870475769043,3.771790808240888e-06
119,0.6347732543945312,0.65625,,,176.0704517364502,3.8034865293185422e-06
120,0.652280330657959,0.5625,,,175.39644241333008,3.835182250396197e-06
121,0.5914257764816284,0.71875,,,176.10597610473633,3.866877971473851e-06
122,0.6802887320518494,0.5625,,,176.5270233154297,3.898573692551506e-06
123,0.6268719434738159,0.6875,,,175.20976066589355,3.93026941362916e-06
124,0.6269629597663879,0.65625,,,174.7276782989502,3.9619651347068146e-06
125,0.6374103426933289,0.46875,,,175.89926719665527,3.993660855784469e-06
126,0.656283974647522,0.5625,,,174.3776798248291,4.025356576862124e-06
127,0.6809456944465637,0.6875,,,175.10271072387695,4.0570522979397786e-06
128,0.6019530892372131,0.78125,,,174.45087432861328,4.088748019017433e-06
129,0.6163681745529175,0.75,,,174.879789352417,4.120443740095087e-06
130,0.5981435179710388,0.65625,,,174.62944984436035,4.1521394611727425e-06
131,0.6180773973464966,0.71875,,,175.37784576416016,4.183835182250397e-06
132,0.6138170957565308,0.75,,,176.92828178405762,4.2155309033280505e-06
133,0.5962595343589783,0.78125,,,174.42727088928223,4.247226624405706e-06
134,0.6293092966079712,0.6875,,,174.94678497314453,4.27892234548336e-06
135,0.6053872108459473,0.71875,,,175.28200149536133,4.3106180665610144e-06
136,0.5927368402481079,0.6875,,,174.15332794189453,4.342313787638669e-06
137,0.5904527902603149,0.78125,,,175.25362968444824,4.374009508716324e-06
138,0.6078465580940247,0.71875,,,174.64041709899902,4.4057052297939784e-06
139,0.5732868313789368,0.71875,,,174.30710792541504,4.437400950871633e-06
140,0.548193097114563,0.78125,,,175.72498321533203,4.469096671949287e-06
141,0.5417119860649109,0.78125,,,175.96983909606934,4.500792393026942e-06
142,0.579106330871582,0.71875,,,175.12083053588867,4.532488114104596e-06
143,0.6257280707359314,0.625,,,174.79205131530762,4.56418383518225e-06
144,0.5603649616241455,0.75,,,175.22859573364258,4.5958795562599056e-06
145,0.5846741795539856,0.625,,,175.4288673400879,4.62757527733756e-06
146,0.5667240023612976,0.75,,,174.3309497833252,4.659270998415214e-06
147,0.568313479423523,0.75,,,174.84331130981445,4.690966719492869e-06
148,0.5902702212333679,0.6875,,,175.004243850708,4.722662440570524e-06
149,0.5391533970832825,0.75,,,174.3605136871338,4.7543581616481775e-06
150,0.489766925573349,0.84375,,,178.33280563354492,4.786053882725832e-06
151,0.5777883529663086,0.75,,,173.9945411682129,4.817749603803487e-06
152,0.5036132335662842,0.78125,,,174.44157600402832,4.8494453248811415e-06
153,0.5213173627853394,0.84375,,,174.2382049560547,4.881141045958796e-06
154,0.5064482688903809,0.8125,,,174.38936233520508,4.91283676703645e-06
155,0.562881350517273,0.75,,,182.8782558441162,4.9445324881141055e-06
156,0.5355713963508606,0.84375,,,174.50881004333496,4.97622820919176e-06
157,0.5117334127426147,0.8125,,,174.78036880493164,5.007923930269413e-06
158,0.5127741098403931,0.875,,,174.24464225769043,5.039619651347069e-06
159,0.4662342667579651,0.84375,,,176.82957649230957,5.071315372424723e-06
160,0.524276852607727,0.71875,,,175.43840408325195,5.103011093502377e-06
161,0.5250686407089233,0.78125,,,174.76606369018555,5.134706814580032e-06
162,0.563835620880127,0.75,,,174.62658882141113,5.166402535657687e-06
163,0.4572669267654419,0.8125,,,174.8065948486328,5.198098256735341e-06
164,0.5276352167129517,0.8125,,,174.99375343322754,5.229793977812996e-06
165,0.46743905544281006,0.875,,,176.23353004455566,5.26148969889065e-06
166,0.5449373722076416,0.65625,,,175.3840446472168,5.2931854199683045e-06
167,0.4861777424812317,0.78125,,,175.6746768951416,5.324881141045959e-06
168,0.5641441345214844,0.78125,,,175.15873908996582,5.356576862123613e-06
169,0.4555407464504242,0.84375,,,174.25537109375,5.3882725832012685e-06
170,0.40808558464050293,0.90625,,,174.20315742492676,5.419968304278923e-06
171,0.4502510726451874,0.84375,,,174.78466033935547,5.451664025356577e-06
172,0.3870028555393219,0.84375,,,176.49221420288086,5.483359746434232e-06
173,0.47712069749832153,0.8125,,,176.86080932617188,5.515055467511887e-06
174,0.34745240211486816,0.90625,,,174.98421669006348,5.54675118858954e-06
175,0.49816811084747314,0.78125,,,176.30577087402344,5.578446909667195e-06
176,0.30018603801727295,0.96875,,,176.20563507080078,5.61014263074485e-06
177,0.3578775227069855,0.875,,,174.52716827392578,5.641838351822504e-06
178,0.4715487062931061,0.8125,,,176.32150650024414,5.673534072900159e-06
179,0.3777223527431488,0.84375,,,174.62682723999023,5.705229793977813e-06
180,0.3993525505065918,0.875,,,176.43308639526367,5.736925515055468e-06
181,0.49373993277549744,0.78125,,,175.25506019592285,5.768621236133123e-06
182,0.3733348846435547,0.84375,,,175.46820640563965,5.800316957210777e-06
183,0.4012473523616791,0.8125,,,175.44174194335938,5.8320126782884315e-06
184,0.4214596450328827,0.84375,,,176.19872093200684,5.863708399366086e-06
185,0.49167853593826294,0.71875,,,176.10669136047363,5.89540412044374e-06
186,0.46389949321746826,0.8125,,,176.1457920074463,5.927099841521395e-06
187,0.47303682565689087,0.75,,,175.57978630065918,5.95879556259905e-06
188,0.4559847116470337,0.84375,,,177.52981185913086,5.990491283676704e-06
189,0.36750638484954834,0.8125,,,174.89981651306152,6.022187004754359e-06
190,0.38322311639785767,0.875,,,174.64280128479004,6.053882725832013e-06
191,0.3909856081008911,0.875,,,177.229642868042,6.085578446909668e-06
192,0.41722264885902405,0.84375,,,174.92103576660156,6.117274167987322e-06
193,0.3743188679218292,0.84375,,,175.30059814453125,6.148969889064976e-06
194,0.4077177345752716,0.8125,,,175.5530834197998,6.180665610142631e-06
195,0.496606707572937,0.71875,,,177.66404151916504,6.212361331220287e-06
196,0.2618022561073303,0.9375,,,176.4354705810547,6.244057052297939e-06
197,0.4553966224193573,0.8125,,,173.5973358154297,6.2757527733755945e-06
198,0.41856104135513306,0.8125,,,175.2796173095703,6.307448494453249e-06
199,0.4269452691078186,0.8125,,,175.4133701324463,6.339144215530903e-06
200,0.26619163155555725,0.9375,,,174.7136116027832,6.370839936608558e-06
201,0.4119952321052551,0.84375,,,177.77729034423828,6.402535657686213e-06
202,0.3922247290611267,0.8125,,,175.60958862304688,6.434231378763867e-06
203,0.3296009600162506,0.90625,,,175.02427101135254,6.465927099841522e-06
204,0.3435976505279541,0.84375,,,175.018310546875,6.497622820919176e-06
205,0.34988003969192505,0.875,,,175.36592483520508,6.529318541996831e-06
206,0.3911210894584656,0.84375,,,176.2065887451172,6.561014263074486e-06
207,0.4211324453353882,0.8125,,,175.67849159240723,6.59270998415214e-06
208,0.366645872592926,0.875,,,177.24061012268066,6.624405705229795e-06
209,0.3160282075405121,0.90625,,,174.027681350708,6.65610142630745e-06
210,0.23188994824886322,0.9375,,,175.78363418579102,6.687797147385104e-06
211,0.566556453704834,0.75,,,174.03244972229004,6.719492868462758e-06
212,0.3948703408241272,0.78125,,,175.52852630615234,6.751188589540414e-06
213,0.33687925338745117,0.90625,,,173.7055778503418,6.782884310618066e-06
214,0.4486789107322693,0.84375,,,174.8654842376709,6.814580031695721e-06
215,0.3416301906108856,0.90625,,,175.16064643859863,6.846275752773376e-06
216,0.17680144309997559,1.0,,,174.50952529907227,6.87797147385103e-06
217,0.5766280889511108,0.75,,,174.76272583007812,6.909667194928685e-06
218,0.3907913565635681,0.8125,,,175.37450790405273,6.941362916006339e-06
219,0.27761703729629517,0.90625,,,175.20976066589355,6.973058637083994e-06
220,0.346160888671875,0.875,,,174.22938346862793,7.004754358161649e-06
221,0.4113987386226654,0.8125,,,174.70765113830566,7.036450079239303e-06
222,0.3273267149925232,0.84375,,,175.0204563140869,7.068145800316958e-06
223,0.44133272767066956,0.78125,,,175.92406272888184,7.099841521394613e-06
224,0.5760056972503662,0.6875,,,174.4086742401123,7.131537242472267e-06
225,0.39300063252449036,0.84375,,,175.62341690063477,7.1632329635499214e-06
226,0.38237160444259644,0.84375,,,175.53043365478516,7.194928684627577e-06
227,0.18182946741580963,0.96875,,,175.02737045288086,7.226624405705231e-06
228,0.36300650238990784,0.84375,,,174.10683631896973,7.2583201267828854e-06
229,0.4681907892227173,0.8125,,,175.22001266479492,7.29001584786054e-06
230,0.345381498336792,0.875,,,175.63390731811523,7.321711568938193e-06
231,0.3036351799964905,0.90625,,,176.47719383239746,7.353407290015848e-06
232,0.26262009143829346,0.9375,,,176.79357528686523,7.385103011093502e-06
233,0.5444257259368896,0.78125,,,174.48759078979492,7.416798732171157e-06
234,0.3734149634838104,0.875,,,170.57323455810547,7.448494453248812e-06
235,0.2934906482696533,0.90625,,,177.0150661468506,7.480190174326466e-06
236,0.246008962392807,0.90625,,,175.64702033996582,7.511885895404121e-06
237,0.36183327436447144,0.84375,,,176.6073703765869,7.543581616481776e-06
238,0.3233121633529663,0.875,,,176.08380317687988,7.57527733755943e-06
239,0.3592149019241333,0.84375,,,175.78482627868652,7.6069730586370845e-06
240,0.30545249581336975,0.90625,,,176.71704292297363,7.638668779714739e-06
241,0.43090713024139404,0.8125,,,174.93391036987305,7.670364500792394e-06
242,0.3276459574699402,0.875,,,177.20580101013184,7.70206022187005e-06
243,0.4015780985355377,0.78125,,,175.35996437072754,7.733755942947703e-06
244,0.2606658339500427,0.90625,,,175.9343147277832,7.765451664025358e-06
245,0.3561510443687439,0.84375,,,175.92644691467285,7.797147385103012e-06
246,0.19868452847003937,0.9375,,,175.28343200683594,7.828843106180667e-06
247,0.2893313467502594,0.875,,,175.33206939697266,7.86053882725832e-06
248,0.3303254544734955,0.875,,,174.64303970336914,7.892234548335974e-06
249,0.4845070540904999,0.78125,,,175.4317283630371,7.923930269413629e-06
250,0.6697805523872375,0.6875,,,174.92961883544922,7.955625990491284e-06
251,0.40793377161026,0.8125,,,174.22747611999512,7.987321711568938e-06
252,0.41665729880332947,0.84375,,,176.11217498779297,8.019017432646593e-06
253,0.36323705315589905,0.8125,,,175.77433586120605,8.050713153724248e-06
254,0.3241627812385559,0.875,,,175.73261260986328,8.082408874801902e-06
255,0.37156006693840027,0.84375,,,175.51684379577637,8.114104595879557e-06
256,0.405622661113739,0.84375,,,176.12934112548828,8.145800316957212e-06
257,0.2800787389278412,0.90625,,,177.04200744628906,8.177496038034866e-06
258,0.33430609107017517,0.84375,,,175.11820793151855,8.209191759112521e-06
259,0.2696388065814972,0.90625,,,176.18560791015625,8.240887480190175e-06
260,0.21755431592464447,0.9375,,,174.81112480163574,8.27258320126783e-06
261,0.3386024534702301,0.84375,,,175.4608154296875,8.304278922345485e-06
262,0.39038366079330444,0.84375,,,175.05192756652832,8.335974643423139e-06
263,0.5283138155937195,0.78125,,,175.56262016296387,8.367670364500794e-06
264,0.4085598587989807,0.8125,,,173.43807220458984,8.399366085578447e-06
265,0.4613460600376129,0.84375,,,173.9668846130371,8.431061806656101e-06
266,0.4608476161956787,0.8125,,,174.69286918640137,8.462757527733756e-06
267,0.42771419882774353,0.84375,,,175.60172080993652,8.494453248811411e-06
268,0.5165368914604187,0.6875,,,176.64837837219238,8.526148969889065e-06
269,0.3510822057723999,0.8125,,,174.73530769348145,8.55784469096672e-06
270,0.3518652021884918,0.8125,,,175.61602592468262,8.589540412044375e-06
271,0.35002750158309937,0.875,,,173.9487648010254,8.621236133122029e-06
272,0.21107608079910278,0.9375,,,174.9272346496582,8.652931854199684e-06
273,0.3495582342147827,0.84375,,,174.7267246246338,8.684627575277338e-06
274,0.2757326662540436,0.90625,,,174.43275451660156,8.716323296354993e-06
275,0.2413378357887268,0.96875,,,175.75716972351074,8.748019017432648e-06
276,0.4163891077041626,0.84375,,,174.7415065765381,8.779714738510302e-06
277,0.23183903098106384,0.96875,,,174.9098300933838,8.811410459587957e-06
278,0.2396026849746704,0.90625,,,173.4023094177246,8.843106180665612e-06
279,0.37708091735839844,0.84375,,,174.95489120483398,8.874801901743266e-06
280,0.237845316529274,0.875,,,175.43959617614746,8.906497622820921e-06
281,0.2823154330253601,0.875,,,175.9037971496582,8.938193343898574e-06
282,0.20808789134025574,0.96875,,,173.64025115966797,8.969889064976228e-06
283,0.29183781147003174,0.875,,,174.51024055480957,9.001584786053883e-06
284,0.2589225172996521,0.875,,,175.59146881103516,9.033280507131538e-06
285,0.30301642417907715,0.875,,,176.33676528930664,9.064976228209192e-06
286,0.3444530963897705,0.84375,,,173.66433143615723,9.096671949286847e-06
287,0.2840779423713684,0.90625,,,174.19171333312988,9.1283676703645e-06
288,0.28506460785865784,0.875,,,174.6664047241211,9.160063391442156e-06
289,0.3799462914466858,0.84375,,,175.34136772155762,9.191759112519811e-06
290,0.3956315815448761,0.84375,,,175.49967765808105,9.223454833597465e-06
291,0.24232885241508484,0.90625,,,173.90012741088867,9.25515055467512e-06
292,0.33648011088371277,0.90625,,,173.04706573486328,9.286846275752775e-06
293,0.21268068253993988,0.9375,,,173.73275756835938,9.318541996830429e-06
294,0.2742782235145569,0.875,,,174.18169975280762,9.350237717908084e-06
295,0.3326951563358307,0.8125,,,174.8669147491455,9.381933438985737e-06
296,0.3599700331687927,0.8125,,,174.90100860595703,9.413629160063393e-06
297,0.4439084529876709,0.84375,,,174.29447174072266,9.445324881141048e-06
298,0.1983605921268463,0.90625,,,174.1621494293213,9.477020602218701e-06
299,0.15834830701351166,0.96875,,,173.8896369934082,9.508716323296355e-06
300,0.3062175512313843,0.84375,,,174.44705963134766,9.54041204437401e-06
301,0.4554165303707123,0.75,,,176.2847900390625,9.572107765451664e-06
302,0.26243048906326294,0.875,,,174.55077171325684,9.603803486529319e-06
303,0.17851877212524414,0.96875,,,174.2572784423828,9.635499207606974e-06
304,0.27340754866600037,0.875,,,175.5514144897461,9.667194928684628e-06
305,0.341367244720459,0.875,,,174.2415428161621,9.698890649762283e-06
306,0.4005647301673889,0.84375,,,175.6150722503662,9.730586370839938e-06
307,0.611486554145813,0.6875,,,175.11224746704102,9.762282091917592e-06
308,0.2350320816040039,0.90625,,,175.72259902954102,9.793977812995247e-06
309,0.42238861322402954,0.84375,,,173.9785671234131,9.8256735340729e-06
310,0.22497977316379547,0.90625,,,174.84402656555176,9.857369255150556e-06
311,0.3789118528366089,0.875,,,174.53598976135254,9.889064976228211e-06
312,0.28097230195999146,0.90625,,,176.46431922912598,9.920760697305864e-06
313,0.4422721564769745,0.84375,,,175.14586448669434,9.95245641838352e-06
314,0.19244727492332458,0.9375,,,177.54173278808594,9.984152139461175e-06
315,0.30293798446655273,0.84375,,,176.78356170654297,1.0015847860538827e-05
316,0.1755892038345337,0.96875,,,173.67959022521973,1.0047543581616482e-05
317,0.411005437374115,0.875,,,174.01432991027832,1.0079239302694137e-05
318,0.3764251470565796,0.875,,,173.38109016418457,1.011093502377179e-05
319,0.1697612851858139,0.90625,,,175.7211685180664,1.0142630744849446e-05
320,0.13056907057762146,1.0,,,176.4228343963623,1.0174326465927101e-05
321,0.3369983434677124,0.875,,,174.10731315612793,1.0206022187004755e-05
322,0.27236664295196533,0.90625,,,174.59607124328613,1.023771790808241e-05
323,0.23083220422267914,0.90625,,,175.43482780456543,1.0269413629160063e-05
324,0.3785557150840759,0.84375,,,174.23224449157715,1.0301109350237719e-05
325,0.12693290412425995,0.96875,,,175.09078979492188,1.0332805071315374e-05
326,0.2838137149810791,0.90625,,,174.58057403564453,1.0364500792393027e-05
327,0.28264325857162476,0.84375,,,175.34899711608887,1.0396196513470683e-05
328,0.3358237147331238,0.875,,,174.59630966186523,1.0427892234548338e-05
329,0.25191694498062134,0.90625,,,174.87406730651855,1.0459587955625991e-05
330,0.3302552103996277,0.875,,,174.70502853393555,1.0491283676703647e-05
331,0.45994243025779724,0.8125,,,175.52447319030762,1.05229793977813e-05
332,0.2117639183998108,0.9375,,,174.93915557861328,1.0554675118858954e-05
333,0.37737178802490234,0.78125,,,174.66497421264648,1.0586370839936609e-05
334,0.36401838064193726,0.84375,,,175.08292198181152,1.0618066561014264e-05
335,0.5437381267547607,0.71875,,,176.12147331237793,1.0649762282091918e-05
336,0.5658300518989563,0.78125,,,174.04484748840332,1.0681458003169573e-05
337,0.2984068691730499,0.875,,,173.15673828125,1.0713153724247227e-05
338,0.24780140817165375,0.90625,,,174.17573928833008,1.0744849445324882e-05
339,0.2841874957084656,0.875,,,174.9560832977295,1.0776545166402537e-05
340,0.12107937783002853,0.96875,,,174.39508438110352,1.080824088748019e-05
341,0.1287570297718048,0.96875,,,175.0025749206543,1.0839936608557846e-05
342,0.2655576765537262,0.90625,,,174.6969223022461,1.0871632329635501e-05
343,0.20667627453804016,0.90625,,,176.4395236968994,1.0903328050713154e-05
344,0.29364246129989624,0.90625,,,174.91436004638672,1.093502377179081e-05
345,0.3258683979511261,0.90625,,,174.08251762390137,1.0966719492868463e-05
346,0.5018185377120972,0.71875,,,175.71735382080078,1.0998415213946118e-05
347,0.24205923080444336,0.84375,,,175.76122283935547,1.1030110935023774e-05
348,0.3326764702796936,0.875,,,176.8960952758789,1.1061806656101427e-05
349,0.5465635061264038,0.75,,,175.29869079589844,1.109350237717908e-05
350,0.5286850929260254,0.8125,,,175.74787139892578,1.1125198098256736e-05
351,0.279438853263855,0.875,,,174.76487159729004,1.115689381933439e-05
352,0.1582678258419037,1.0,,,173.1727123260498,1.1188589540412045e-05
353,0.3084954619407654,0.90625,,,175.11630058288574,1.12202852614897e-05
354,0.18665975332260132,0.96875,,,175.18091201782227,1.1251980982567354e-05
355,0.2505142092704773,0.9375,,,174.38507080078125,1.1283676703645009e-05
356,0.13358008861541748,0.96875,,,174.72124099731445,1.1315372424722664e-05
357,0.4291664958000183,0.84375,,,175.28510093688965,1.1347068145800318e-05
358,0.350390762090683,0.84375,,,175.06694793701172,1.1378763866877973e-05
359,0.3412679135799408,0.84375,,,175.98390579223633,1.1410459587955626e-05
360,0.21830199658870697,0.90625,,,175.4004955291748,1.1442155309033282e-05
361,0.373077929019928,0.875,,,175.1406192779541,1.1473851030110937e-05
362,0.31511181592941284,0.84375,,,175.14872550964355,1.150554675118859e-05
363,0.13824805617332458,1.0,,,176.61118507385254,1.1537242472266245e-05
364,0.3395093083381653,0.875,,,176.0711669921875,1.15689381933439e-05
365,0.20426097512245178,0.9375,,,174.99375343322754,1.1600633914421554e-05
366,0.45893871784210205,0.8125,,,175.3408908843994,1.1632329635499208e-05
367,0.23238304257392883,0.90625,,,174.64756965637207,1.1664025356576863e-05
368,0.14739872515201569,0.96875,,,175.1108169555664,1.1695721077654517e-05
369,0.353707492351532,0.875,,,174.85880851745605,1.1727416798732172e-05
370,0.2723095417022705,0.875,,,175.6424903869629,1.1759112519809827e-05
371,0.37386053800582886,0.875,,,175.25291442871094,1.179080824088748e-05
372,0.3566049337387085,0.8125,,,176.27596855163574,1.1822503961965136e-05
373,0.3019264340400696,0.90625,,,173.94304275512695,1.185419968304279e-05
374,0.28862684965133667,0.8125,,,176.4073371887207,1.1885895404120445e-05
375,0.3213898539543152,0.84375,,,173.86937141418457,1.19175911251981e-05
