step,train_loss,train_acc,dev_loss,dev_acc,step_time_ms,lr
106,0.663440465927124,0.65625,,,160.68506240844727,3.391442155309033e-06
107,0.6184980273246765,0.6875,,,163.48600387573242,3.423137876386688e-06
108,0.6109871864318848,0.8125,,,160.74728965759277,3.4548335974643423e-06
109,0.6436328887939453,0.625,,,160.71343421936035,3.486529318541997e-06
110,0.6179517507553101,0.71875,,,160.91132164001465,3.5182250396196515e-06
111,0.7268028855323792,0.375,,,160.80522537231445,3.5499207606973063e-06
112,0.6794806122779846,0.5,,,160.8908176422119,3.5816164817749607e-06
113,0.689437747001648,0.5,,,160.9036922454834,3.6133122028526155e-06
114,0.7078785300254822,0.53125,,,161.1628532409668,3.64500792393027e-06
115,0.6264219284057617,0.75,,,161.13018989562988,3.676703645007924e-06
116,0.6907615661621094,0.46875,,,161.35025024414062,3.7083993660855787e-06
117,0.6139817833900452,0.75,,,160.76993942260742,3.740095087163233e-06
118,0.6356245279312134,0.59375,,,160.68005561828613,3.771790808240888e-06
119,0.6347732543945312,0.65625,,,160.8271598815918,3.8034865293185422e-06
120,0.652280330657959,0.5625,,,161.1628532409668,3.835182250396197e-06
121,0.5914256572723389,0.71875,,,161.21196746826172,3.866877971473851e-06
122,0.6802886128425598,0.5625,,,160.74466705322266,3.898573692551506e-06
123,0.6268719434738159,0.6875,,,161.29446029663086,3.93026941362916e-06
124,0.6269629001617432,0.65625,,,160.9325408935547,3.9619651347068146e-06
125,0.6374104022979736,0.46875,,,160.9029769897461,3.993660855784469e-06
126,0.656283974647522,0.5625,,,161.17334365844727,4.025356576862124e-06
127,0.6809458136558533,0.6875,,,161.38863563537598,4.0570522979397786e-06
128,0.6019530296325684,0.78125,,,160.89582443237305,4.088748019017433e-06
129,0.6163681149482727,0.75,,,160.78996658325195,4.120443740095087e-06
130,0.598143458366394,0.65625,,,161.13686561584473,4.1521394611727425e-06
131,0.618077278137207,0.71875,,,160.71653366088867,4.183835182250397e-06
132,0.6138169169425964,0.75,,,161.01980209350586,4.2155309033280505e-06
133,0.5962594151496887,0.78125,,,161.21482849121094,4.247226624405706e-06
134,0.6293089389801025,0.6875,,,160.80546379089355,4.27892234548336e-06
135,0.6053869128227234,0.71875,,,160.87651252746582,4.3106180665610144e-06
136,0.5927367806434631,0.6875,,,160.89940071105957,4.342313787638669e-06
137,0.5904526710510254,0.78125,,,160.92920303344727,4.374009508716324e-06
138,0.607846200466156,0.71875,,,161.2098217010498,4.4057052297939784e-06
139,0.5732867121696472,0.71875,,,160.73298454284668,4.437400950871633e-06
140,0.5481929779052734,0.78125,,,161.09323501586914,4.469096671949287e-06
141,0.5417119264602661,0.78125,,,160.87746620178223,4.500792393026942e-06
142,0.5791062712669373,0.71875,,,161.1168384552002,4.532488114104596e-06
143,0.6257275342941284,0.625,,,160.67862510681152,4.56418383518225e-06
144,0.5603646039962769,0.75,,,160.84671020507812,4.5958795562599056e-06
145,0.5846741199493408,0.625,,,160.78639030456543,4.62757527733756e-06
146,0.5667237043380737,0.75,,,160.72368621826172,4.659270998415214e-06
147,0.5683135986328125,0.75,,,160.6764793395996,4.690966719492869e-06
148,0.5902701020240784,0.6875,,,160.85433959960938,4.722662440570524e-06
149,0.5391530990600586,0.75,,,160.9668731689453,4.7543581616481775e-06
150,0.48976626992225647,0.84375,,,168.69354248046875,4.786053882725832e-06
151,0.5777881145477295,0.75,,,160.7799530029297,4.817749603803487e-06
152,0.5036128759384155,0.78125,,,161.34119033813477,4.8494453248811415e-06
153,0.5213158130645752,0.84375,,,161.23151779174805,4.881141045958796e-06
154,0.5064470171928406,0.8125,,,160.86649894714355,4.91283676703645e-06
155,0.5628801584243774,0.75,,,161.1173152923584,4.9445324881141055e-06
156,0.5355720520019531,0.84375,,,160.74156761169434,4.97622820919176e-06
157,0.511735200881958,0.8125,,,160.83455085754395,5.007923930269413e-06
158,0.512773334980011,0.875,,,160.83502769470215,5.039619651347069e-06
159,0.4662330746650696,0.84375,,,160.76326370239258,5.071315372424723e-06
160,0.5242756605148315,0.71875,,,160.72630882263184,5.103011093502377e-06
161,0.5250681042671204,0.78125,,,161.2834930419922,5.134706814580032e-06
162,0.5638352632522583,0.75,,,161.18717193603516,5.166402535657687e-06
163,0.4572656750679016,0.8125,,,161.17143630981445,5.198098256735341e-06
164,0.5276342630386353,0.8125,,,161.05079650878906,5.229793977812996e-06
165,0.46743857860565186,0.875,,,161.53907775878906,5.26148969889065e-06
166,0.544937014579773,0.65625,,,161.44657135009766,5.2931854199683045e-06
167,0.48617786169052124,0.78125,,,160.90679168701172,5.324881141045959e-06
168,0.5641422271728516,0.78125,,,161.3006591796875,5.356576862123613e-06
169,0.45554035902023315,0.84375,,,160.91394424438477,5.3882725832012685e-06
170,0.4080849289894104,0.90625,,,161.4687442779541,5.419968304278923e-06
171,0.45025086402893066,0.84375,,,161.60821914672852,5.451664025356577e-06
172,0.38700544834136963,0.84375,,,161.44108772277832,5.483359746434232e-06
173,0.4771186113357544,0.8125,,,160.935640335083,5.515055467511887e-06
174,0.34745022654533386,0.90625,,,161.0867977142334,5.54675118858954e-06
175,0.4981708526611328,0.78125,,,161.08298301696777,5.578446909667195e-06
176,0.3001819849014282,0.96875,,,160.88080406188965,5.61014263074485e-06
177,0.35787492990493774,0.875,,,161.09824180603027,5.641838351822504e-06
178,0.47154858708381653,0.8125,,,161.96346282958984,5.673534072900159e-06
179,0.3777218461036682,0.84375,,,160.90655326843262,5.705229793977813e-06
180,0.3993530869483948,0.875,,,160.82763671875,5.736925515055468e-06
181,0.4937392473220825,0.78125,,,160.82382202148438,5.768621236133123e-06
182,0.37332504987716675,0.84375,,,160.8431339263916,5.800316957210777e-06
183,0.40124815702438354,0.8125,,,161.25893592834473,5.8320126782884315e-06
184,0.42145687341690063,0.84375,,,161.16762161254883,5.863708399366086e-06
185,0.49167653918266296,0.71875,,,161.22746467590332,5.89540412044374e-06
186,0.46390286087989807,0.8125,,,161.0722541809082,5.927099841521395e-06
187,0.4730314612388611,0.75,,,161.80658340454102,5.95879556259905e-06
188,0.45598727464675903,0.84375,,,161.29112243652344,5.990491283676704e-06
189,0.3675086200237274,0.8125,,,160.83002090454102,6.022187004754359e-06
190,0.3832221031188965,0.875,,,160.9969139099121,6.053882725832013e-06
191,0.3909825086593628,0.875,,,161.45777702331543,6.085578446909668e-06
192,0.41722118854522705,0.84375,,,161.5157127380371,6.117274167987322e-06
193,0.3743184506893158,0.84375,,,161.06343269348145,6.148969889064976e-06
194,0.4077179729938507,0.8125,,,161.01765632629395,6.180665610142631e-06
195,0.49661165475845337,0.71875,,,161.06414794921875,6.212361331220287e-06
196,0.26180094480514526,0.9375,,,160.9363555908203,6.244057052297939e-06
197,0.45539361238479614,0.8125,,,161.6344451904297,6.2757527733755945e-06
198,0.41856008768081665,0.8125,,,161.3774299621582,6.307448494453249e-06
199,0.42693763971328735,0.8125,,,162.05954551696777,6.339144215530903e-06
200,0.2661885917186737,0.9375,,,161.62824630737305,6.370839936608558e-06
201,0.4119895100593567,0.84375,,,161.09943389892578,6.402535657686213e-06
202,0.3922167420387268,0.8125,,,161.04555130004883,6.434231378763867e-06
203,0.32959598302841187,0.90625,,,161.2386703491211,6.465927099841522e-06
204,0.34361276030540466,0.84375,,,161.04435920715332,6.497622820919176e-06
205,0.34987694025039673,0.90625,,,160.83669662475586,6.529318541996831e-06
206,0.39112114906311035,0.84375,,,160.71772575378418,6.561014263074486e-06
207,0.42113208770751953,0.8125,,,160.84790229797363,6.59270998415214e-06
208,0.3666467070579529,0.875,,,161.13853454589844,6.624405705229795e-06
209,0.3160350024700165,0.90625,,,160.70199012756348,6.65610142630745e-06
210,0.23187072575092316,0.9375,,,160.96234321594238,6.687797147385104e-06
211,0.5664219856262207,0.75,,,161.25750541687012,6.719492868462758e-06
212,0.39491668343544006,0.78125,,,161.38386726379395,6.751188589540414e-06
213,0.33683663606643677,0.90625,,,161.71717643737793,6.782884310618066e-06
214,0.44861188530921936,0.84375,,,160.86149215698242,6.814580031695721e-06
215,0.34152597188949585,0.90625,,,160.79187393188477,6.846275752773376e-06
216,0.17676907777786255,1.0,,,160.79950332641602,6.87797147385103e-06
217,0.5765705704689026,0.75,,,161.12828254699707,6.909667194928685e-06
218,0.3907933235168457,0.8125,,,161.12232208251953,6.941362916006339e-06
219,0.27759724855422974,0.90625,,,160.73060035705566,6.973058637083994e-06
220,0.3461528420448303,0.875,,,160.75539588928223,7.004754358161649e-06
221,0.4114023447036743,0.8125,,,160.70246696472168,7.036450079239303e-06
222,0.32725000381469727,0.84375,,,160.6297492980957,7.068145800316958e-06
223,0.44124460220336914,0.78125,,,161.06939315795898,7.099841521394613e-06
224,0.5758420825004578,0.6875,,,161.52286529541016,7.131537242472267e-06
225,0.39293110370635986,0.84375,,,160.78901290893555,7.1632329635499214e-06
226,0.38245612382888794,0.84375,,,160.68673133850098,7.194928684627577e-06
227,0.1817566454410553,0.96875,,,161.07773780822754,7.226624405705231e-06
228,0.36284324526786804,0.84375,,,161.12971305847168,7.2583201267828854e-06
229,0.46817824244499207,0.8125,,,160.71319580078125,7.29001584786054e-06
230,0.3454383313655853,0.875,,,161.06104850769043,7.321711568938193e-06
231,0.30363360047340393,0.90625,,,160.6423854827881,7.353407290015848e-06
232,0.26260706782341003,0.9375,,,160.74895858764648,7.385103011093502e-06
233,0.5444074869155884,0.78125,,,161.24725341796875,7.416798732171157e-06
234,0.3734232187271118,0.875,,,161.06724739074707,7.448494453248812e-06
235,0.29344579577445984,0.90625,,,163.12217712402344,7.480190174326466e-06
236,0.24599292874336243,0.90625,,,160.78805923461914,7.511885895404121e-06
237,0.361904501914978,0.84375,,,160.84837913513184,7.543581616481776e-06
238,0.323234885931015,0.875,,,160.72630882263184,7.57527733755943e-06
239,0.3591802716255188,0.84375,,,161.07988357543945,7.6069730586370845e-06
240,0.30550533533096313,0.90625,,,160.67004203796387,7.638668779714739e-06
241,0.43081581592559814,0.8125,,,161.1499786376953,7.670364500792394e-06
242,0.3276180028915405,0.875,,,160.66598892211914,7.70206022187005e-06
243,0.4015989303588867,0.78125,,,161.03053092956543,7.733755942947703e-06
244,0.26061171293258667,0.90625,,,160.70890426635742,7.765451664025358e-06
245,0.3566874861717224,0.84375,,,160.88008880615234,7.797147385103012e-06
246,0.1986725926399231,0.9375,,,161.08298301696777,7.828843106180667e-06
247,0.28950101137161255,0.875,,,160.65526008605957,7.86053882725832e-06
248,0.32944345474243164,0.875,,,160.70270538330078,7.892234548335974e-06
249,0.4842075705528259,0.78125,,,160.92371940612793,7.923930269413629e-06
250,0.6694573163986206,0.65625,,,161.11516952514648,7.955625990491284e-06
251,0.4095384478569031,0.8125,,,160.7038974761963,7.987321711568938e-06
252,0.41623008251190186,0.84375,,,161.0879898071289,8.019017432646593e-06
253,0.3609022796154022,0.8125,,,160.92395782470703,8.050713153724248e-06
254,0.3251139521598816,0.875,,,161.20672225952148,8.082408874801902e-06
255,0.37166744470596313,0.84375,,,161.1948013305664,8.114104595879557e-06
256,0.40802934765815735,0.84375,,,161.13018989562988,8.145800316957212e-06
257,0.2800297141075134,0.90625,,,161.37099266052246,8.177496038034866e-06
258,0.3358425796031952,0.84375,,,161.11159324645996,8.209191759112521e-06
259,0.26996010541915894,0.90625,,,160.76159477233887,8.240887480190175e-06
260,0.21800726652145386,0.9375,,,160.65311431884766,8.27258320126783e-06
261,0.3382249176502228,0.84375,,,161.41939163208008,8.304278922345485e-06
262,0.3899135887622833,0.84375,,,160.78901290893555,8.335974643423139e-06
263,0.529257595539093,0.78125,,,161.14354133605957,8.367670364500794e-06
264,0.4086032509803772,0.8125,,,161.00478172302246,8.399366085578447e-06
265,0.4612343907356262,0.84375,,,161.03816032409668,8.431061806656101e-06
266,0.46051323413848877,0.8125,,,161.0245704650879,8.462757527733756e-06
267,0.4281163513660431,0.84375,,,161.1800193786621,8.494453248811411e-06
268,0.5191959738731384,0.6875,,,160.80403327941895,8.526148969889065e-06
269,0.35112011432647705,0.8125,,,161.01837158203125,8.55784469096672e-06
270,0.3521401882171631,0.8125,,,161.08012199401855,8.589540412044375e-06
271,0.3502698242664337,0.875,,,161.06820106506348,8.621236133122029e-06
272,0.2113446146249771,0.9375,,,160.62188148498535,8.652931854199684e-06
273,0.35074949264526367,0.84375,,,160.96186637878418,8.684627575277338e-06
274,0.2750619053840637,0.90625,,,161.6365909576416,8.716323296354993e-06
275,0.24161019921302795,0.96875,,,160.76421737670898,8.748019017432648e-06
276,0.41645437479019165,0.84375,,,161.19861602783203,8.779714738510302e-06
277,0.23114559054374695,0.96875,,,160.71629524230957,8.811410459587957e-06
278,0.23938274383544922,0.90625,,,161.35811805725098,8.843106180665612e-06
279,0.3777475655078888,0.84375,,,161.17215156555176,8.874801901743266e-06
280,0.23769429326057434,0.875,,,160.67790985107422,8.906497622820921e-06
281,0.27999258041381836,0.875,,,161.09228134155273,8.938193343898574e-06
282,0.2072032243013382,0.96875,,,160.6619358062744,8.969889064976228e-06
283,0.2919260263442993,0.875,,,160.68172454833984,9.001584786053883e-06
284,0.25816982984542847,0.875,,,161.02838516235352,9.033280507131538e-06
285,0.3040706515312195,0.875,,,160.74109077453613,9.064976228209192e-06
286,0.3446143567562103,0.84375,,,161.38195991516113,9.096671949286847e-06
287,0.28404033184051514,0.90625,,,160.8586311340332,9.1283676703645e-06
288,0.2852571904659271,0.875,,,160.76207160949707,9.160063391442156e-06
289,0.3800692856311798,0.84375,,,160.96162796020508,9.191759112519811e-06
290,0.39527642726898193,0.84375,,,160.67075729370117,9.223454833597465e-06
291,0.24292035400867462,0.90625,,,161.35716438293457,9.25515055467512e-06
292,0.33810293674468994,0.90625,,,161.08965873718262,9.286846275752775e-06
293,0.21255835890769958,0.9375,,,160.63332557678223,9.318541996830429e-06
294,0.2740771174430847,0.875,,,161.1175537109375,9.350237717908084e-06
295,0.33337780833244324,0.8125,,,160.64858436584473,9.381933438985737e-06
296,0.36071085929870605,0.8125,,,160.64167022705078,9.413629160063393e-06
297,0.44403746724128723,0.84375,,,161.2105369567871,9.445324881141048e-06
298,0.19780154526233673,0.9375,,,161.01789474487305,9.477020602218701e-06
299,0.1578400433063507,0.96875,,,161.48662567138672,9.508716323296355e-06
300,0.3084591329097748,0.84375,,,161.21435165405273,9.54041204437401e-06
301,0.4505397081375122,0.75,,,160.68482398986816,9.572107765451664e-06
302,0.2634076476097107,0.875,,,160.74132919311523,9.603803486529319e-06
303,0.18220050632953644,0.96875,,,160.70795059204102,9.635499207606974e-06
304,0.2730501890182495,0.875,,,161.24987602233887,9.667194928684628e-06
305,0.3426523208618164,0.875,,,161.0243320465088,9.698890649762283e-06
306,0.39991486072540283,0.84375,,,160.6762409210205,9.730586370839938e-06
307,0.6102096438407898,0.6875,,,160.73012351989746,9.762282091917592e-06
308,0.2343353033065796,0.90625,,,161.09156608581543,9.793977812995247e-06
309,0.4219086468219757,0.84375,,,160.65216064453125,9.8256735340729e-06
310,0.22443470358848572,0.90625,,,160.9811782836914,9.857369255150556e-06
311,0.3786574900150299,0.875,,,161.027193069458,9.889064976228211e-06
312,0.28108081221580505,0.90625,,,160.8724594116211,9.920760697305864e-06
313,0.4443965554237366,0.84375,,,160.70008277893066,9.95245641838352e-06
314,0.19462177157402039,0.9375,,,161.01455688476562,9.984152139461175e-06
315,0.29847216606140137,0.84375,,,161.12208366394043,1.0015847860538827e-05
316,0.17872828245162964,0.96875,,,161.3752841949463,1.0047543581616482e-05
317,0.4096439778804779,0.875,,,160.71677207946777,1.0079239302694137e-05
318,0.37417250871658325,0.875,,,160.92276573181152,1.011093502377179e-05
319,0.17057085037231445,0.90625,,,161.03267669677734,1.0142630744849446e-05
320,0.1318160891532898,1.0,,,161.05318069458008,1.0174326465927101e-05
321,0.3367448151111603,0.875,,,160.70318222045898,1.0206022187004755e-05
322,0.27279168367385864,0.90625,,,160.66932678222656,1.023771790808241e-05
323,0.23686504364013672,0.90625,,,160.6271266937256,1.0269413629160063e-05
324,0.38343745470046997,0.875,,,161.63134574890137,1.0301109350237719e-05
325,0.12696774303913116,0.96875,,,160.7646942138672,1.0332805071315374e-05
326,0.28478550910949707,0.875,,,160.7038974761963,1.0364500792393027e-05
327,0.28946781158447266,0.875,,,161.02242469787598,1.0396196513470683e-05
328,0.33621108531951904,0.875,,,161.02170944213867,1.0427892234548338e-05
329,0.25284862518310547,0.875,,,161.15212440490723,1.0459587955625991e-05
330,0.32581090927124023,0.875,,,160.72368621826172,1.0491283676703647e-05
331,0.4627794623374939,0.8125,,,160.70938110351562,1.05229793977813e-05
332,0.21051661670207977,0.9375,,,160.95328330993652,1.0554675118858954e-05
333,0.3784698247909546,0.78125,,,160.78472137451172,1.0586370839936609e-05
334,0.367938756942749,0.84375,,,160.78972816467285,1.0618066561014264e-05
335,0.5365769863128662,0.71875,,,161.07439994812012,1.0649762282091918e-05
336,0.5904572606086731,0.75,,,161.33928298950195,1.0681458003169573e-05
337,0.3088914155960083,0.875,,,161.2086296081543,1.0713153724247227e-05
338,0.25614824891090393,0.90625,,,161.1325740814209,1.0744849445324882e-05
339,0.29550886154174805,0.875,,,161.1611843109131,1.0776545166402537e-05
340,0.12338520586490631,0.96875,,,160.74562072753906,1.080824088748019e-05
341,0.13220366835594177,0.96875,,,160.8104705810547,1.0839936608557846e-05
342,0.2551400363445282,0.90625,,,161.08083724975586,1.0871632329635501e-05
343,0.20338526368141174,0.9375,,,160.6593132019043,1.0903328050713154e-05
344,0.2960211932659149,0.90625,,,160.96758842468262,1.093502377179081e-05
345,0.32799792289733887,0.90625,,,160.99214553833008,1.0966719492868463e-05
346,0.48632752895355225,0.75,,,160.64453125,1.0998415213946118e-05
347,0.24861547350883484,0.84375,,,161.01336479187012,1.1030110935023774e-05
348,0.3279479742050171,0.84375,,,161.0708236694336,1.1061806656101427e-05
349,0.5515987277030945,0.75,,,160.86745262145996,1.109350237717908e-05
350,0.5304989814758301,0.78125,,,160.78877449035645,1.1125198098256736e-05
351,0.2803170382976532,0.875,,,160.70008277893066,1.115689381933439e-05
352,0.15948669612407684,1.0,,,160.99190711975098,1.1188589540412045e-05
353,0.32605430483818054,0.875,,,161.0240936279297,1.12202852614897e-05
354,0.18997250497341156,0.96875,,,161.16595268249512,1.1251980982567354e-05
355,0.2454758733510971,0.90625,,,161.0701084136963,1.1283676703645009e-05
356,0.1265059858560562,0.96875,,,160.65168380737305,1.1315372424722664e-05
357,0.4262508749961853,0.84375,,,161.03410720825195,1.1347068145800318e-05
358,0.3519057035446167,0.84375,,,161.01479530334473,1.1378763866877973e-05
359,0.32881319522857666,0.875,,,160.60280799865723,1.1410459587955626e-05
360,0.21762388944625854,0.90625,,,160.9947681427002,1.1442155309033282e-05
361,0.37673163414001465,0.875,,,161.62610054016113,1.1473851030110937e-05
362,0.3171250820159912,0.84375,,,160.87770462036133,1.150554675118859e-05
363,0.1417279839515686,0.96875,,,160.69507598876953,1.1537242472266245e-05
364,0.3437591791152954,0.875,,,160.66884994506836,1.15689381933439e-05
365,0.20472213625907898,0.9375,,,160.68220138549805,1.1600633914421554e-05
366,0.4598095715045929,0.8125,,,160.8586311340332,1.1632329635499208e-05
367,0.23571395874023438,0.90625,,,160.72344779968262,1.1664025356576863e-05
368,0.15513817965984344,0.96875,,,161.08131408691406,1.1695721077654517e-05
369,0.3536943197250366,0.875,,,160.72440147399902,1.1727416798732172e-05
370,0.2750902771949768,0.90625,,,160.76326370239258,1.1759112519809827e-05
371,0.3702486753463745,0.875,,,161.07487678527832,1.179080824088748e-05
372,0.360626220703125,0.8125,,,160.98880767822266,1.1822503961965136e-05
373,0.3060985207557678,0.90625,,,160.7499122619629,1.185419968304279e-05
374,0.28830352425575256,0.8125,,,161.53669357299805,1.1885895404120445e-05
375,0.32160335779190063,0.84375,,,161.18717193603516,1.19175911251981e-05
